 time            time            v(in_delay)     v(mid1_delay)   v(mid2_delay)   v(out_delay)   
 2.82530381e-11  2.82530381e-11  3.39036458e-01  1.18601781e+00 -4.78779786e-04  1.19996497e+00 
 2.84446427e-11  2.84446427e-11  3.41335712e-01  1.18550248e+00 -4.91124970e-04  1.19996481e+00 
 2.86412066e-11  2.86412066e-11  3.43694479e-01  1.18496368e+00 -5.03851717e-04  1.19996465e+00 
 2.88330966e-11  2.88330966e-11  3.45997160e-01  1.18442775e+00 -5.16332529e-04  1.19996449e+00 
 2.90289433e-11  2.90289433e-11  3.48347319e-01  1.18387060e+00 -5.29124413e-04  1.19996434e+00 
 2.92223350e-11  2.92223350e-11  3.50668020e-01  1.18331033e+00 -5.41805358e-04  1.19996420e+00 
 2.94190841e-11  2.94190841e-11  3.53029009e-01  1.18272998e+00 -5.54752919e-04  1.19996405e+00 
 2.96149361e-11  2.96149361e-11  3.55379233e-01  1.18214188e+00 -5.67684196e-04  1.19996391e+00 
 2.98138739e-11  2.98138739e-11  3.57766487e-01  1.18153386e+00 -5.80858276e-04  1.19996378e+00 
 3.00019255e-11  3.00019255e-11  3.60023106e-01  1.18094925e+00 -5.93342186e-04  1.19996365e+00 
 3.01886115e-11  3.01886115e-11  3.62263337e-01  1.18035938e+00 -6.05759347e-04  1.19996354e+00 
 3.03765825e-11  3.03765825e-11  3.64518990e-01  1.17975589e+00 -6.18280491e-04  1.19996342e+00 
 3.05692236e-11  3.05692236e-11  3.66830683e-01  1.17912744e+00 -6.31126541e-04  1.19996331e+00 
 3.07666648e-11  3.07666648e-11  3.69199978e-01  1.17847284e+00 -6.44302029e-04  1.19996320e+00 
 3.09693555e-11  3.09693555e-11  3.71632266e-01  1.17778977e+00 -6.57832840e-04  1.19996310e+00 
 3.11765628e-11  3.11765628e-11  3.74118754e-01  1.17707987e+00 -6.71666070e-04  1.19996300e+00 
 3.13883750e-11  3.13883750e-11  3.76660500e-01  1.17634202e+00 -6.85803791e-04  1.19996290e+00 
 3.16043841e-11  3.16043841e-11  3.79252610e-01  1.17557685e+00 -7.00215214e-04  1.19996281e+00 
 3.18248459e-11  3.18248459e-11  3.81898150e-01  1.17478263e+00 -7.14914105e-04  1.19996272e+00 
 3.20496654e-11  3.20496654e-11  3.84595985e-01  1.17395884e+00 -7.29891164e-04  1.19996264e+00 
 3.22791804e-11  3.22791804e-11  3.87350165e-01  1.17310334e+00 -7.45166202e-04  1.19996257e+00 
 3.25134612e-11  3.25134612e-11  3.90161534e-01  1.17221489e+00 -7.60741554e-04  1.19996250e+00 
 3.27454345e-11  3.27454345e-11  3.92945214e-01  1.17131998e+00 -7.76145934e-04  1.19996244e+00 
 3.29757749e-11  3.29757749e-11  3.95709299e-01  1.17041632e+00 -7.91424356e-04  1.19996238e+00 
 3.32037542e-11  3.32037542e-11  3.98445050e-01  1.16950704e+00 -8.06529186e-04  1.19996233e+00 
 3.34298968e-11  3.34298968e-11  4.01158762e-01  1.16859037e+00 -8.21496256e-04  1.19996229e+00 
 3.36539806e-11  3.36539806e-11  4.03847767e-01  1.16766748e+00 -8.36312238e-04  1.19996225e+00 
 3.38763875e-11  3.38763875e-11  4.06516650e-01  1.16673705e+00 -8.51004076e-04  1.19996221e+00 
 3.40968476e-11  3.40968476e-11  4.09162172e-01  1.16580042e+00 -8.65555890e-04  1.19996218e+00 
 3.43156581e-11  3.43156581e-11  4.11787897e-01  1.16485657e+00 -8.79989468e-04  1.19996216e+00 
 3.45327575e-11  3.45327575e-11  4.14393091e-01  1.16390595e+00 -8.94303120e-04  1.19996213e+00 
 3.47482969e-11  3.47482969e-11  4.16979563e-01  1.16294808e+00 -9.08509327e-04  1.19996211e+00 
 3.49623088e-11  3.49623088e-11  4.19547705e-01  1.16198297e+00 -9.22612891e-04  1.19996209e+00 
 3.51749015e-11  3.51749015e-11  4.22098818e-01  1.16101027e+00 -9.36623722e-04  1.19996207e+00 
 3.53861491e-11  3.53861491e-11  4.24633789e-01  1.16002974e+00 -9.50549558e-04  1.19996206e+00 
 3.55943916e-11  3.55943916e-11  4.27132699e-01  1.15904936e+00 -9.64283825e-04  1.19996204e+00 
 3.57980179e-11  3.57980179e-11  4.29576215e-01  1.15807731e+00 -9.77722885e-04  1.19996203e+00 
 3.59981745e-11  3.59981745e-11  4.31978093e-01  1.15710873e+00 -9.90944775e-04  1.19996202e+00 
 3.61946537e-11  3.61946537e-11  4.34335844e-01  1.15614515e+00 -1.00393800e-03  1.19996200e+00 
 3.63879397e-11  3.63879397e-11  4.36655277e-01  1.15518471e+00 -1.01673657e-03  1.19996199e+00 
 3.65780484e-11  3.65780484e-11  4.38936581e-01  1.15422778e+00 -1.02934338e-03  1.19996198e+00 
 3.67652484e-11  3.67652484e-11  4.41182980e-01  1.15327343e+00 -1.04177791e-03  1.19996196e+00 
 3.69496472e-11  3.69496472e-11  4.43395766e-01  1.15232149e+00 -1.05404879e-03  1.19996195e+00 
 3.71314264e-11  3.71314264e-11  4.45577116e-01  1.15137137e+00 -1.06616947e-03  1.19996193e+00 
 3.73107021e-11  3.73107021e-11  4.47728426e-01  1.15042282e+00 -1.07814887e-03  1.19996192e+00 
 3.74876103e-11  3.74876103e-11  4.49851324e-01  1.14947539e+00 -1.08999713e-03  1.19996190e+00 
 3.76622574e-11  3.76622574e-11  4.51947089e-01  1.14852882e+00 -1.10172226e-03  1.19996189e+00 
 3.78347520e-11  3.78347520e-11  4.54017024e-01  1.14758276e+00 -1.11333230e-03  1.19996187e+00 
 3.80051867e-11  3.80051867e-11  4.56062240e-01  1.14663697e+00 -1.12483407e-03  1.19996185e+00 
 3.81736507e-11  3.81736507e-11  4.58083808e-01  1.14569116e+00 -1.13623406e-03  1.19996183e+00 
 3.83402228e-11  3.83402228e-11  4.60082674e-01  1.14474510e+00 -1.14753790e-03  1.19996181e+00 
 3.85049770e-11  3.85049770e-11  4.62059724e-01  1.14379859e+00 -1.15875076e-03  1.19996178e+00 
 3.86679795e-11  3.86679795e-11  4.64015753e-01  1.14285141e+00 -1.16987717e-03  1.19996176e+00 
 3.88292911e-11  3.88292911e-11  4.65951494e-01  1.14190340e+00 -1.18092114e-03  1.19996174e+00 
 3.89889857e-11  3.89889857e-11  4.67867828e-01  1.14095428e+00 -1.19188747e-03  1.19996171e+00 
 3.91470503e-11  3.91470503e-11  4.69764604e-01  1.14000430e+00 -1.20277482e-03  1.19996168e+00 
 3.93036067e-11  3.93036067e-11  4.71643280e-01  1.13905286e+00 -1.21359102e-03  1.19996166e+00 
 3.94586425e-11  3.94586425e-11  4.73503710e-01  1.13810020e+00 -1.22433449e-03  1.19996163e+00 
 3.96122289e-11  3.96122289e-11  4.75346746e-01  1.13714600e+00 -1.23500932e-03  1.19996160e+00 
 3.97643688e-11  3.97643688e-11  4.77172426e-01  1.13619038e+00 -1.24561472e-03  1.19996157e+00 
 3.99151087e-11  3.99151087e-11  4.78981304e-01  1.13523318e+00 -1.25615277e-03  1.19996154e+00 
 4.00644577e-11  4.00644577e-11  4.80773493e-01  1.13427448e+00 -1.26662283e-03  1.19996150e+00 
 4.02124466e-11  4.02124466e-11  4.82549359e-01  1.13331418e+00 -1.27702564e-03  1.19996147e+00 
 4.03590847e-11  4.03590847e-11  4.84309016e-01  1.13235237e+00 -1.28736031e-03  1.19996144e+00 
 4.05043922e-11  4.05043922e-11  4.86052706e-01  1.13138901e+00 -1.29762656e-03  1.19996141e+00 
 4.06483767e-11  4.06483767e-11  4.87780520e-01  1.13042419e+00 -1.30782312e-03  1.19996137e+00 
 4.07910513e-11  4.07910513e-11  4.89492615e-01  1.12945794e+00 -1.31794901e-03  1.19996134e+00 
 4.09324214e-11  4.09324214e-11  4.91189057e-01  1.12849033e+00 -1.32800254e-03  1.19996131e+00 
 4.10724957e-11  4.10724957e-11  4.92869948e-01  1.12752144e+00 -1.33798218e-03  1.19996127e+00 
 4.12112779e-11  4.12112779e-11  4.94535335e-01  1.12655136e+00 -1.34788594e-03  1.19996124e+00 
 4.13487738e-11  4.13487738e-11  4.96185286e-01  1.12558016e+00 -1.35771187e-03  1.19996121e+00 
 4.14849865e-11  4.14849865e-11  4.97819838e-01  1.12460796e+00 -1.36745776e-03  1.19996118e+00 
 4.16199204e-11  4.16199204e-11  4.99439045e-01  1.12363485e+00 -1.37712139e-03  1.19996115e+00 
 4.17535786e-11  4.17535786e-11  5.01042944e-01  1.12266093e+00 -1.38670040e-03  1.19996112e+00 
 4.18859656e-11  4.18859656e-11  5.02631587e-01  1.12168630e+00 -1.39619243e-03  1.19996109e+00 
 4.20170850e-11  4.20170850e-11  5.04205020e-01  1.12071106e+00 -1.40559504e-03  1.19996106e+00 
 4.21469422e-11  4.21469422e-11  5.05763306e-01  1.11973531e+00 -1.41490582e-03  1.19996103e+00 
 4.22755422e-11  4.22755422e-11  5.07306507e-01  1.11875914e+00 -1.42412232e-03  1.19996101e+00 
 4.24028916e-11  4.24028916e-11  5.08834699e-01  1.11778263e+00 -1.43324217e-03  1.19996098e+00 
 4.25289973e-11  4.25289973e-11  5.10347968e-01  1.11680587e+00 -1.44226295e-03  1.19996096e+00 
 4.26538673e-11  4.26538673e-11  5.11846408e-01  1.11582893e+00 -1.45118234e-03  1.19996094e+00 
 4.27775105e-11  4.27775105e-11  5.13330126e-01  1.11485188e+00 -1.45999801e-03  1.19996093e+00 
 4.28999365e-11  4.28999365e-11  5.14799238e-01  1.11387477e+00 -1.46870771e-03  1.19996091e+00 
 4.30211560e-11  4.30211560e-11  5.16253872e-01  1.11289766e+00 -1.47730920e-03  1.19996090e+00 
 4.31411802e-11  4.31411802e-11  5.17694163e-01  1.11192059e+00 -1.48580030e-03  1.19996089e+00 
 4.32600214e-11  4.32600214e-11  5.19120256e-01  1.11094361e+00 -1.49417887e-03  1.19996088e+00 
 4.33776922e-11  4.33776922e-11  5.20532307e-01  1.10996672e+00 -1.50244280e-03  1.19996088e+00 
 4.34942061e-11  4.34942061e-11  5.21930473e-01  1.10898997e+00 -1.51058999e-03  1.19996087e+00 
 4.36095769e-11  4.36095769e-11  5.23314923e-01  1.10801337e+00 -1.51861840e-03  1.19996088e+00 
 4.37238191e-11  4.37238191e-11  5.24685829e-01  1.10703693e+00 -1.52652598e-03  1.19996088e+00 
 4.38369472e-11  4.38369472e-11  5.26043366e-01  1.10606064e+00 -1.53431069e-03  1.19996089e+00 
 4.39489763e-11  4.39489763e-11  5.27387716e-01  1.10508452e+00 -1.54197051e-03  1.19996090e+00 
 4.40599217e-11  4.40599217e-11  5.28719060e-01  1.10410855e+00 -1.54950340e-03  1.19996091e+00 
 4.41703402e-11  4.41703402e-11  5.30044082e-01  1.10312790e+00 -1.55694367e-03  1.19996093e+00 
 4.42799027e-11  4.42799027e-11  5.31358832e-01  1.10214552e+00 -1.56426538e-03  1.19996096e+00 
 4.43889711e-11  4.43889711e-11  5.32667653e-01  1.10115818e+00 -1.57148886e-03  1.19996098e+00 
 4.44972411e-11  4.44972411e-11  5.33966894e-01  1.10016866e+00 -1.57858995e-03  1.19996101e+00 
 4.46049716e-11  4.46049716e-11  5.35259659e-01  1.09917463e+00 -1.58558157e-03  1.19996105e+00 
 4.47119368e-11  4.47119368e-11  5.36543241e-01  1.09817819e+00 -1.59244490e-03  1.19996109e+00 
 4.48183329e-11  4.48183329e-11  5.37819995e-01  1.09717753e+00 -1.59918827e-03  1.19996114e+00 
 4.49239978e-11  4.49239978e-11  5.39087974e-01  1.09617421e+00 -1.60579701e-03  1.19996119e+00 
 4.50290796e-11  4.50290796e-11  5.40348955e-01  1.09516684e+00 -1.61227593e-03  1.19996124e+00 
 4.51334609e-11  4.51334609e-11  5.41601531e-01  1.09415658e+00 -1.61861318e-03  1.19996131e+00 
 4.52372528e-11  4.52372528e-11  5.42847033e-01  1.09314237e+00 -1.62481078e-03  1.19996137e+00 
 4.53403702e-11  4.53403702e-11  5.44084443e-01  1.09212507e+00 -1.63085879e-03  1.19996145e+00 
 4.54428966e-11  4.54428966e-11  5.45314759e-01  1.09110388e+00 -1.63675711e-03  1.19996153e+00 
 4.55447709e-11  4.55447709e-11  5.46537250e-01  1.09007942e+00 -1.64249710e-03  1.19996161e+00 
 4.56460558e-11  4.56460558e-11  5.47752670e-01  1.08905110e+00 -1.64807704e-03  1.19996171e+00 
 4.57467084e-11  4.57467084e-11  5.48960501e-01  1.08801935e+00 -1.65348912e-03  1.19996181e+00 
 4.58467763e-11  4.58467763e-11  5.50161316e-01  1.08698373e+00 -1.65873033e-03  1.19996192e+00 
 4.59462297e-11  4.59462297e-11  5.51354757e-01  1.08594454e+00 -1.66379337e-03  1.19996203e+00 
 4.60451053e-11  4.60451053e-11  5.52541263e-01  1.08490143e+00 -1.66867419e-03  1.19996215e+00 
 4.61433831e-11  4.61433831e-11  5.53720597e-01  1.08385463e+00 -1.67336573e-03  1.19996229e+00 
 4.62410918e-11  4.62410918e-11  5.54893101e-01  1.08280385e+00 -1.67786308e-03  1.19996243e+00 
 4.63382189e-11  4.63382189e-11  5.56058627e-01  1.08174923e+00 -1.68215921e-03  1.19996258e+00 
 4.64347873e-11  4.64347873e-11  5.57217448e-01  1.08069055e+00 -1.68624848e-03  1.19996273e+00 
 4.65307902e-11  4.65307902e-11  5.58369482e-01  1.07962788e+00 -1.69012374e-03  1.19996290e+00 
 4.66262464e-11  4.66262464e-11  5.59514957e-01  1.07856104e+00 -1.69377866e-03  1.19996308e+00 
 4.67211535e-11  4.67211535e-11  5.60653842e-01  1.07749007e+00 -1.69720585e-03  1.19996326e+00 
 4.68155277e-11  4.68155277e-11  5.61786332e-01  1.07641478e+00 -1.70039834e-03  1.19996346e+00 
 4.69093699e-11  4.69093699e-11  5.62912439e-01  1.07533518e+00 -1.70334836e-03  1.19996367e+00 
 4.70026949e-11  4.70026949e-11  5.64032339e-01  1.07425110e+00 -1.70604832e-03  1.19996389e+00 
 4.70955061e-11  4.70955061e-11  5.65146073e-01  1.07316252e+00 -1.70848998e-03  1.19996412e+00 
 4.71878176e-11  4.71878176e-11  5.66253811e-01  1.07206925e+00 -1.71066507e-03  1.19996437e+00 
 4.72796358e-11  4.72796358e-11  5.67355629e-01  1.07097124e+00 -1.71256479e-03  1.19996462e+00 
 4.73709744e-11  4.73709744e-11  5.68451693e-01  1.06986831e+00 -1.71418014e-03  1.19996489e+00 
 4.74618418e-11  4.74618418e-11  5.69542101e-01  1.06876036e+00 -1.71550162e-03  1.19996518e+00 
 4.75522521e-11  4.75522521e-11  5.70627025e-01  1.06764721e+00 -1.71651942e-03  1.19996548e+00 
 4.76422159e-11  4.76422159e-11  5.71706591e-01  1.06652871e+00 -1.71722321e-03  1.19996579e+00 
 4.77317484e-11  4.77317484e-11  5.72780981e-01  1.06540466e+00 -1.71760225e-03  1.19996612e+00 
 4.78208623e-11  4.78208623e-11  5.73850348e-01  1.06427489e+00 -1.71764523e-03  1.19996646e+00 
 4.79095741e-11  4.79095741e-11  5.74914889e-01  1.06313915e+00 -1.71734031e-03  1.19996682e+00 
 4.79978989e-11  4.79978989e-11  5.75974787e-01  1.06199723e+00 -1.71667501e-03  1.19996720e+00 
 4.80858550e-11  4.80858550e-11  5.77030260e-01  1.06084885e+00 -1.71563617e-03  1.19996759e+00 
 4.81734600e-11  4.81734600e-11  5.78081521e-01  1.05969375e+00 -1.71420988e-03  1.19996801e+00 
 4.82607344e-11  4.82607344e-11  5.79128813e-01  1.05853160e+00 -1.71238141e-03  1.19996844e+00 
 4.83476987e-11  4.83476987e-11  5.80172384e-01  1.05736209e+00 -1.71013512e-03  1.19996890e+00 
 4.84343759e-11  4.84343759e-11  5.81212511e-01  1.05618482e+00 -1.70745435e-03  1.19996937e+00 
 4.85207898e-11  4.85207898e-11  5.82249477e-01  1.05499942e+00 -1.70432135e-03  1.19996987e+00 
 4.86069665e-11  4.86069665e-11  5.83283598e-01  1.05380544e+00 -1.70071709e-03  1.19997039e+00 
 4.86929335e-11  4.86929335e-11  5.84315202e-01  1.05260240e+00 -1.69662118e-03  1.19997094e+00 
 4.87787207e-11  4.87787207e-11  5.85344648e-01  1.05138978e+00 -1.69201167e-03  1.19997151e+00 
 4.88643597e-11  4.88643597e-11  5.86372317e-01  1.05016701e+00 -1.68686489e-03  1.19997211e+00 
 4.89498850e-11  4.89498850e-11  5.87398620e-01  1.04893347e+00 -1.68115523e-03  1.19997274e+00 
 4.90353331e-11  4.90353331e-11  5.88423997e-01  1.04768847e+00 -1.67485492e-03  1.19997339e+00 
 4.91207438e-11  4.91207438e-11  5.89448925e-01  1.04643128e+00 -1.66793369e-03  1.19997408e+00 
 4.92058728e-11  4.92058728e-11  5.90470473e-01  1.04516536e+00 -1.66038517e-03  1.19997480e+00 
 4.92898409e-11  4.92898409e-11  5.91478091e-01  1.04390392e+00 -1.65227353e-03  1.19997555e+00 
 4.93731925e-11  4.93731925e-11  5.92478310e-01  1.04263900e+00 -1.64353632e-03  1.19997632e+00 
 4.94553915e-11  4.94553915e-11  5.93464698e-01  1.04137895e+00 -1.63422013e-03  1.19997712e+00 
 4.95369269e-11  4.95369269e-11  5.94443123e-01  1.04011652e+00 -1.62426076e-03  1.19997795e+00 
 4.96174398e-11  4.96174398e-11  5.95409278e-01  1.03885747e+00 -1.61369199e-03  1.19997880e+00 
 4.96972768e-11  4.96972768e-11  5.96367321e-01  1.03759661e+00 -1.60245866e-03  1.19997969e+00 
 4.97761867e-11  4.97761867e-11  5.97314240e-01  1.03633810e+00 -1.59058547e-03  1.19998061e+00 
 4.98544119e-11  4.98544119e-11  5.98252943e-01  1.03507830e+00 -1.57802567e-03  1.19998156e+00 
 4.99317800e-11  4.99317800e-11  5.99181360e-01  1.03382019e+00 -1.56479601e-03  1.19998254e+00 
 5.00084634e-11  5.00084634e-11  6.00101561e-01  1.03256117e+00 -1.55085627e-03  1.19998355e+00 
 5.00843461e-11  5.00843461e-11  6.01012153e-01  1.03130334e+00 -1.53621629e-03  1.19998460e+00 
 5.01595524e-11  5.01595524e-11  6.01914629e-01  1.03004485e+00 -1.52084094e-03  1.19998568e+00 
 5.02340057e-11  5.02340057e-11  6.02808068e-01  1.02878719e+00 -1.50473432e-03  1.19998679e+00 
 5.03077964e-11  5.03077964e-11  6.03693557e-01  1.02752902e+00 -1.48786528e-03  1.19998794e+00 
 5.03808750e-11  5.03808750e-11  6.04570500e-01  1.02627138e+00 -1.47023320e-03  1.19998913e+00 
 5.04533082e-11  5.04533082e-11  6.05439699e-01  1.02501333e+00 -1.45181002e-03  1.19999036e+00 
 5.05250650e-11  5.05250650e-11  6.06300780e-01  1.02375560e+00 -1.43259134e-03  1.19999162e+00 
 5.05961951e-11  5.05961951e-11  6.07154341e-01  1.02249752e+00 -1.41255145e-03  1.19999292e+00 
 5.06666802e-11  5.06666802e-11  6.08000163e-01  1.02123959e+00 -1.39168291e-03  1.19999427e+00 
 5.07365581e-11  5.07365581e-11  6.08838697e-01  1.01998134e+00 -1.36996183e-03  1.19999565e+00 
 5.08058186e-11  5.08058186e-11  6.09669823e-01  1.01872315e+00 -1.34737841e-03  1.19999708e+00 
 5.08744909e-11  5.08744909e-11  6.10493891e-01  1.01746467e+00 -1.32391021e-03  1.19999855e+00 
 5.09425705e-11  5.09425705e-11  6.11310846e-01  1.01620619e+00 -1.29954440e-03  1.20000009e+00 
 5.09696932e-11  5.09696932e-11  6.11636319e-01  1.01570178e+00 -1.28951755e-03  1.20000104e+00 
 5.10038166e-11  5.10038166e-11  6.12045800e-01  1.01506471e+00 -1.27663420e-03  1.20000229e+00 
 5.10394881e-11  5.10394881e-11  6.12473857e-01  1.01439579e+00 -1.26284444e-03  1.20000354e+00 
 5.10746656e-11  5.10746656e-11  6.12895987e-01  1.01373317e+00 -1.24892026e-03  1.20000473e+00 
 5.11348040e-11  5.11348040e-11  6.13617648e-01  1.01259350e+00 -1.22435016e-03  1.20000674e+00 
 5.12009429e-11  5.12009429e-11  6.14411315e-01  1.01133007e+00 -1.19618215e-03  1.20000896e+00 
 5.12689735e-11  5.12689735e-11  6.15227682e-01  1.01001944e+00 -1.16591557e-03  1.20001125e+00 
 5.13375001e-11  5.13375001e-11  6.16050001e-01  1.00868785e+00 -1.13405672e-03  1.20001357e+00 
 5.14048674e-11  5.14048674e-11  6.16858409e-01  1.00736756e+00 -1.10134691e-03  1.20001589e+00 
 5.14723333e-11  5.14723333e-11  6.17668000e-01  1.00603410e+00 -1.06715762e-03  1.20001824e+00 
 5.15390330e-11  5.15390330e-11  6.18468396e-01  1.00470469e+00 -1.03189696e-03  1.20002063e+00 
 5.16059752e-11  5.16059752e-11  6.19271702e-01  1.00335927e+00 -9.94995651e-04  1.20002308e+00 
 5.16724748e-11  5.16724748e-11  6.20069698e-01  1.00201163e+00 -9.56783977e-04  1.20002558e+00 
 5.17391947e-11  5.17391947e-11  6.20870337e-01  1.00064832e+00 -9.16832866e-04  1.20002816e+00 
 5.18056119e-11  5.18056119e-11  6.21667343e-01  9.99280009e-01 -8.75401399e-04  1.20003081e+00 
 5.18721854e-11  5.18721854e-11  6.22466224e-01  9.97897232e-01 -8.32149909e-04  1.20003354e+00 
 5.19385402e-11  5.19385402e-11  6.23262482e-01  9.96507751e-01 -7.87264351e-04  1.20003636e+00 
 5.20050052e-11  5.20050052e-11  6.24060062e-01  9.95104671e-01 -7.40464950e-04  1.20003928e+00 
 5.20713160e-11  5.20713160e-11  6.24855792e-01  9.93693551e-01 -6.91876648e-04  1.20004229e+00 
 5.21377091e-11  5.21377091e-11  6.25652510e-01  9.92269344e-01 -6.41264526e-04  1.20004540e+00 
 5.22039982e-11  5.22039982e-11  6.26447978e-01  9.90836031e-01 -5.88705677e-04  1.20004862e+00 
 5.22703531e-11  5.22703531e-11  6.27244238e-01  9.89389923e-01 -5.33999430e-04  1.20005195e+00 
 5.23366423e-11  5.23366423e-11  6.28039707e-01  9.87933872e-01 -4.77185309e-04  1.20005540e+00 
 5.24029876e-11  5.24029876e-11  6.28835852e-01  9.86465183e-01 -4.18088452e-04  1.20005897e+00 
 5.24692963e-11  5.24692963e-11  6.29631555e-01  9.84985899e-01 -3.56718624e-04  1.20006266e+00 
 5.25356559e-11  5.25356559e-11  6.30427871e-01  9.83494050e-01 -2.92920176e-04  1.20006649e+00 
 5.26020009e-11  5.26020009e-11  6.31224010e-01  9.81991100e-01 -2.26679184e-04  1.20007044e+00 
 5.26683941e-11  5.26683941e-11  6.32020730e-01  9.80475611e-01 -1.57854154e-04  1.20007454e+00 
 5.27347893e-11  5.27347893e-11  6.32817471e-01  9.78948633e-01 -8.64122300e-05  1.20007878e+00 
 5.28012315e-11  5.28012315e-11  6.33614778e-01  9.77409119e-01 -1.22222225e-05  1.20008316e+00 
 5.28060591e-11  5.28060591e-11  6.33672709e-01  9.77296814e-01 -6.72620178e-06  1.20008349e+00 
 5.28107625e-11  5.28107625e-11  6.33729150e-01  9.77187340e-01 -1.35754854e-06  1.20008380e+00 
 5.28122877e-11  5.28122877e-11  6.33747452e-01  9.77151829e-01  3.42017149e-07  1.20008391e+00 
 5.28137090e-11  5.28137090e-11  6.33764508e-01  9.77118729e-01  1.77677209e-06  1.20008400e+00 
 5.28155623e-11  5.28155623e-11  6.33786748e-01  9.77075561e-01  3.45891725e-06  1.20008413e+00 
 5.28171113e-11  5.28171113e-11  6.33805336e-01  9.77039471e-01  4.76018000e-06  1.20008423e+00 
 5.28191716e-11  5.28191716e-11  6.33830059e-01  9.76991460e-01  6.42646975e-06  1.20008437e+00 
 5.28214241e-11  5.28214241e-11  6.33857089e-01  9.76938952e-01  8.22422503e-06  1.20008451e+00 
 5.28243874e-11  5.28243874e-11  6.33892648e-01  9.76869851e-01  1.06036259e-05  1.20008470e+00 
 5.28281525e-11  5.28281525e-11  6.33937830e-01  9.76782012e-01  1.36808875e-05  1.20008494e+00 
 5.28338382e-11  5.28338382e-11  6.34006058e-01  9.76649290e-01  1.84483002e-05  1.20008529e+00 
 5.28427681e-11  5.28427681e-11  6.34113217e-01  9.76440646e-01  2.61813968e-05  1.20008583e+00 
 5.28586815e-11  5.28586815e-11  6.34304178e-01  9.76068277e-01  4.05152965e-05  1.20008677e+00 
 5.28780385e-11  5.28780385e-11  6.34536462e-01  9.75614384e-01  5.86620790e-05  1.20008790e+00 
 5.29011641e-11  5.29011641e-11  6.34813969e-01  9.75070786e-01  8.11183297e-05  1.20008923e+00 
 5.29251278e-11  5.29251278e-11  6.35101533e-01  9.74505965e-01  1.05121130e-04  1.20009061e+00 
 5.29508229e-11  5.29508229e-11  6.35409875e-01  9.73898623e-01  1.31586306e-04  1.20009209e+00 
 5.29779653e-11  5.29779653e-11  6.35735584e-01  9.73255159e-01  1.60300415e-04  1.20009368e+00 
 5.30079411e-11  5.30079411e-11  6.36095293e-01  9.72542253e-01  1.92873985e-04  1.20009545e+00 
 5.30410725e-11  5.30410725e-11  6.36492870e-01  9.71751531e-01  2.29892771e-04  1.20009745e+00 
