 time            time            v(in_inv)       v(out_inv)      i(Vdd_inv)     
 3.81736507e-11  3.81736507e-11  4.58083808e-01  1.14200320e+00 -2.30918087e-03 
 3.83402228e-11  3.83402228e-11  4.60082674e-01  1.14098967e+00 -2.33915099e-03 
 3.85049770e-11  3.85049770e-11  4.62059724e-01  1.13997486e+00 -2.36878956e-03 
 3.86679795e-11  3.86679795e-11  4.64015753e-01  1.13895856e+00 -2.39810545e-03 
 3.88292911e-11  3.88292911e-11  4.65951494e-01  1.13794055e+00 -2.42710679e-03 
 3.89889857e-11  3.89889857e-11  4.67867828e-01  1.13692052e+00 -2.45580414e-03 
 3.91470503e-11  3.91470503e-11  4.69764604e-01  1.13589873e+00 -2.48419273e-03 
 3.93036067e-11  3.93036067e-11  4.71643280e-01  1.13487452e+00 -2.51229205e-03 
 3.94586425e-11  3.94586425e-11  4.73503710e-01  1.13384811e+00 -2.54009771e-03 
 3.96122289e-11  3.96122289e-11  4.75346746e-01  1.13281917e+00 -2.56762036e-03 
 3.97643688e-11  3.97643688e-11  4.77172426e-01  1.13178779e+00 -2.59485861e-03 
 3.99151087e-11  3.99151087e-11  4.78981304e-01  1.13075380e+00 -2.62181890e-03 
 4.00644577e-11  4.00644577e-11  4.80773493e-01  1.12971723e+00 -2.64850117e-03 
 4.02124466e-11  4.02124466e-11  4.82549359e-01  1.12867801e+00 -2.67490923e-03 
 4.03590847e-11  4.03590847e-11  4.84309016e-01  1.12763618e+00 -2.70104323e-03 
 4.05043922e-11  4.05043922e-11  4.86052706e-01  1.12659171e+00 -2.72690532e-03 
 4.06483767e-11  4.06483767e-11  4.87780520e-01  1.12554466e+00 -2.75249549e-03 
 4.07910513e-11  4.07910513e-11  4.89492615e-01  1.12449505e+00 -2.77781478e-03 
 4.09324214e-11  4.09324214e-11  4.91189057e-01  1.12344295e+00 -2.80286297e-03 
 4.10724957e-11  4.10724957e-11  4.92869948e-01  1.12238841e+00 -2.82764044e-03 
 4.12112779e-11  4.12112779e-11  4.94535335e-01  1.12133153e+00 -2.85214685e-03 
 4.13487738e-11  4.13487738e-11  4.96185286e-01  1.12027238e+00 -2.87638224e-03 
 4.14849865e-11  4.14849865e-11  4.97819838e-01  1.11921105e+00 -2.90034624e-03 
 4.16199204e-11  4.16199204e-11  4.99439045e-01  1.11814763e+00 -2.92403882e-03 
 4.17535786e-11  4.17535786e-11  5.01042944e-01  1.11708223e+00 -2.94745976e-03 
 4.18859656e-11  4.18859656e-11  5.02631587e-01  1.11601492e+00 -2.97060913e-03 
 4.20170850e-11  4.20170850e-11  5.04205020e-01  1.11494582e+00 -2.99348699e-03 
 4.21469422e-11  4.21469422e-11  5.05763306e-01  1.11387500e+00 -3.01609365e-03 
 4.22755422e-11  4.22755422e-11  5.07306507e-01  1.11280255e+00 -3.03842951e-03 
 4.24028916e-11  4.24028916e-11  5.08834699e-01  1.11172856e+00 -3.06049524e-03 
 4.25289973e-11  4.25289973e-11  5.10347968e-01  1.11065310e+00 -3.08229164e-03 
 4.26538673e-11  4.26538673e-11  5.11846408e-01  1.10957622e+00 -3.10381975e-03 
 4.27775105e-11  4.27775105e-11  5.13330126e-01  1.10849800e+00 -3.12508078e-03 
 4.28999365e-11  4.28999365e-11  5.14799238e-01  1.10741847e+00 -3.14607616e-03 
 4.30211560e-11  4.30211560e-11  5.16253872e-01  1.10633769e+00 -3.16680747e-03 
 4.31411802e-11  4.31411802e-11  5.17694163e-01  1.10525568e+00 -3.18727649e-03 
 4.32600214e-11  4.32600214e-11  5.19120256e-01  1.10417248e+00 -3.20748514e-03 
 4.33776922e-11  4.33776922e-11  5.20532307e-01  1.10308809e+00 -3.22743550e-03 
 4.34942061e-11  4.34942061e-11  5.21930473e-01  1.10200253e+00 -3.24712976e-03 
 4.36095769e-11  4.36095769e-11  5.23314923e-01  1.10091579e+00 -3.26657022e-03 
 4.37238191e-11  4.37238191e-11  5.24685829e-01  1.09982788e+00 -3.28575930e-03 
 4.38369472e-11  4.38369472e-11  5.26043366e-01  1.09873878e+00 -3.30469947e-03 
 4.39489763e-11  4.39489763e-11  5.27387716e-01  1.09764848e+00 -3.32339328e-03 
 4.40599217e-11  4.40599217e-11  5.28719060e-01  1.09655695e+00 -3.34184332e-03 
 4.41703402e-11  4.41703402e-11  5.30044082e-01  1.09545875e+00 -3.36014181e-03 
 4.42799027e-11  4.42799027e-11  5.31358832e-01  1.09435716e+00 -3.37823365e-03 
 4.43889711e-11  4.43889711e-11  5.32667653e-01  1.09324852e+00 -3.39617800e-03 
 4.44972411e-11  4.44972411e-11  5.33966894e-01  1.09213593e+00 -3.41392420e-03 
 4.46049716e-11  4.46049716e-11  5.35259659e-01  1.09101671e+00 -3.43151408e-03 
 4.47119368e-11  4.47119368e-11  5.36543241e-01  1.08989320e+00 -3.44891025e-03 
 4.48183329e-11  4.48183329e-11  5.37819995e-01  1.08876334e+00 -3.46614407e-03 
 4.49239978e-11  4.49239978e-11  5.39087974e-01  1.08762884e+00 -3.48318872e-03 
 4.50290796e-11  4.50290796e-11  5.40348955e-01  1.08648809e+00 -3.50006758e-03 
 4.51334609e-11  4.51334609e-11  5.41601531e-01  1.08534237e+00 -3.51676126e-03 
 4.52372528e-11  4.52372528e-11  5.42847033e-01  1.08419044e+00 -3.53328701e-03 
 4.53403702e-11  4.53403702e-11  5.44084443e-01  1.08303324e+00 -3.54963078e-03 
 4.54428966e-11  4.54428966e-11  5.45314759e-01  1.08186980e+00 -3.56580523e-03 
 4.55447709e-11  4.55447709e-11  5.46537250e-01  1.08070082e+00 -3.58180027e-03 
 4.56460558e-11  4.56460558e-11  5.47752670e-01  1.07952555e+00 -3.59762521e-03 
 4.57467084e-11  4.57467084e-11  5.48960501e-01  1.07834446e+00 -3.61327281e-03 
 4.58467763e-11  4.58467763e-11  5.50161316e-01  1.07715700e+00 -3.62874997e-03 
 4.59462297e-11  4.59462297e-11  5.51354757e-01  1.07596347e+00 -3.64405157e-03 
 4.60451053e-11  4.60451053e-11  5.52541263e-01  1.07476342e+00 -3.65918272e-03 
 4.61433831e-11  4.61433831e-11  5.53720597e-01  1.07355707e+00 -3.67413987e-03 
 4.62410918e-11  4.62410918e-11  5.54893101e-01  1.07234404e+00 -3.68892682e-03 
 4.63382189e-11  4.63382189e-11  5.56058627e-01  1.07112445e+00 -3.70354118e-03 
 4.64347873e-11  4.64347873e-11  5.57217448e-01  1.06989798e+00 -3.71798585e-03 
 4.65307902e-11  4.65307902e-11  5.58369482e-01  1.06866469e+00 -3.73225927e-03 
 4.66262464e-11  4.66262464e-11  5.59514957e-01  1.06742430e+00 -3.74636370e-03 
 4.67211535e-11  4.67211535e-11  5.60653842e-01  1.06617679e+00 -3.76029820e-03 
 4.68155277e-11  4.68155277e-11  5.61786332e-01  1.06492193e+00 -3.77406462e-03 
 4.69093699e-11  4.69093699e-11  5.62912439e-01  1.06365964e+00 -3.78766249e-03 
 4.70026949e-11  4.70026949e-11  5.64032339e-01  1.06238969e+00 -3.80109337e-03 
 4.70955061e-11  4.70955061e-11  5.65146073e-01  1.06111199e+00 -3.81435715e-03 
 4.71878176e-11  4.71878176e-11  5.66253811e-01  1.05982627e+00 -3.82745525e-03 
 4.72796358e-11  4.72796358e-11  5.67355629e-01  1.05853239e+00 -3.84038792e-03 
 4.73709744e-11  4.73709744e-11  5.68451693e-01  1.05723011e+00 -3.85315644e-03 
 4.74618418e-11  4.74618418e-11  5.69542101e-01  1.05591923e+00 -3.86576133e-03 
 4.75522521e-11  4.75522521e-11  5.70627025e-01  1.05459948e+00 -3.87820386e-03 
 4.76422159e-11  4.76422159e-11  5.71706591e-01  1.05327062e+00 -3.89048476e-03 
 4.77317484e-11  4.77317484e-11  5.72780981e-01  1.05193236e+00 -3.90260536e-03 
 4.78208623e-11  4.78208623e-11  5.73850348e-01  1.05058441e+00 -3.91456662e-03 
 4.79095741e-11  4.79095741e-11  5.74914889e-01  1.04922642e+00 -3.92636995e-03 
 4.79978989e-11  4.79978989e-11  5.75974787e-01  1.04785805e+00 -3.93801652e-03 
 4.80858550e-11  4.80858550e-11  5.77030260e-01  1.04647892e+00 -3.94950786e-03 
 4.81734600e-11  4.81734600e-11  5.78081521e-01  1.04508863e+00 -3.96084536e-03 
 4.82607344e-11  4.82607344e-11  5.79128813e-01  1.04368670e+00 -3.97203070e-03 
 4.83476987e-11  4.83476987e-11  5.80172384e-01  1.04227268e+00 -3.98306549e-03 
 4.84343759e-11  4.84343759e-11  5.81212511e-01  1.04084602e+00 -3.99395157e-03 
 4.85207898e-11  4.85207898e-11  5.82249477e-01  1.03940617e+00 -4.00469081e-03 
 4.86069665e-11  4.86069665e-11  5.83283598e-01  1.03795251e+00 -4.01528524e-03 
 4.86929335e-11  4.86929335e-11  5.84315202e-01  1.03648436e+00 -4.02573695e-03 
 4.87787207e-11  4.87787207e-11  5.85344648e-01  1.03500100e+00 -4.03604823e-03 
 4.88643597e-11  4.88643597e-11  5.86372317e-01  1.03350163e+00 -4.04622142e-03 
 4.89498850e-11  4.89498850e-11  5.87398620e-01  1.03198539e+00 -4.05625906e-03 
 4.90353331e-11  4.90353331e-11  5.88423997e-01  1.03045135e+00 -4.06616378e-03 
 4.91207438e-11  4.91207438e-11  5.89448925e-01  1.02889846e+00 -4.07593841e-03 
 4.92058728e-11  4.92058728e-11  5.90470473e-01  1.02733094e+00 -4.08555372e-03 
 4.92898409e-11  4.92898409e-11  5.91478091e-01  1.02576511e+00 -4.09491172e-03 
 4.93731925e-11  4.93731925e-11  5.92478310e-01  1.02419112e+00 -4.10407532e-03 
 4.94553915e-11  4.94553915e-11  5.93464698e-01  1.02261937e+00 -4.11298791e-03 
 4.95369269e-11  4.95369269e-11  5.94443123e-01  1.02104084e+00 -4.12170509e-03 
 4.96174398e-11  4.96174398e-11  5.95409278e-01  1.01946278e+00 -4.13019089e-03 
 4.96972768e-11  4.96972768e-11  5.96367321e-01  1.01787869e+00 -4.13848439e-03 
 4.97761867e-11  4.97761867e-11  5.97314240e-01  1.01629385e+00 -4.14656198e-03 
 4.98544119e-11  4.98544119e-11  5.98252943e-01  1.01470370e+00 -4.15445106e-03 
 4.99317800e-11  4.99317800e-11  5.99181360e-01  1.01311204e+00 -4.16213681e-03 
 5.00084634e-11  5.00084634e-11  6.00101561e-01  1.01151563e+00 -4.16963902e-03 
 5.00843461e-11  5.00843461e-11  6.01012153e-01  1.00991718e+00 -4.17694899e-03 
 5.01595524e-11  5.01595524e-11  6.01914629e-01  1.00831439e+00 -4.18408144e-03 
 5.02340057e-11  5.02340057e-11  6.02808068e-01  1.00670919e+00 -4.19103179e-03 
 5.03077964e-11  5.03077964e-11  6.03693557e-01  1.00509995e+00 -4.19781130e-03 
 5.03808750e-11  5.03808750e-11  6.04570500e-01  1.00348805e+00 -4.20441816e-03 
 5.04533082e-11  5.04533082e-11  6.05439699e-01  1.00187233e+00 -4.21086122e-03 
 5.05250650e-11  5.05250650e-11  6.06300780e-01  1.00025381e+00 -4.21714051e-03 
 5.05961951e-11  5.05961951e-11  6.07154341e-01  9.98631681e-01 -4.22326324e-03 
 5.06666802e-11  5.06666802e-11  6.08000163e-01  9.97006669e-01 -4.22923061e-03 
 5.07365581e-11  5.07365581e-11  6.08838697e-01  9.95378229e-01 -4.23504867e-03 
 5.08058186e-11  5.08058186e-11  6.09669823e-01  9.93746910e-01 -4.24071939e-03 
 5.08744909e-11  5.08744909e-11  6.10493891e-01  9.92112351e-01 -4.24624795e-03 
 5.09425705e-11  5.09425705e-11  6.11310846e-01  9.90474979e-01 -4.25163678e-03 
 5.09696932e-11  5.09696932e-11  6.11636319e-01  9.89817945e-01 -4.25375774e-03 
 5.10038166e-11  5.10038166e-11  6.12045800e-01  9.88987490e-01 -4.25640611e-03 
 5.10394881e-11  5.10394881e-11  6.12473857e-01  9.88114781e-01 -4.25915036e-03 
 5.10746656e-11  5.10746656e-11  6.12895987e-01  9.87249557e-01 -4.26183230e-03 
 5.11348040e-11  5.11348040e-11  6.13617648e-01  9.85759774e-01 -4.26636191e-03 
 5.12009429e-11  5.12009429e-11  6.14411315e-01  9.84105802e-01 -4.27126285e-03 
 5.12689735e-11  5.12689735e-11  6.15227682e-01  9.82387468e-01 -4.27621630e-03 
 5.13375001e-11  5.13375001e-11  6.16050001e-01  9.80639042e-01 -4.28111676e-03 
 5.14048674e-11  5.14048674e-11  6.16858409e-01  9.78902944e-01 -4.28584792e-03 
 5.14723333e-11  5.14723333e-11  6.17668000e-01  9.77147107e-01 -4.29050100e-03 
 5.15390330e-11  5.15390330e-11  6.18468396e-01  9.75394234e-01 -4.29501845e-03 
 5.16059752e-11  5.16059752e-11  6.19271702e-01  9.73617970e-01 -4.29947045e-03 
 5.16724748e-11  5.16724748e-11  6.20069698e-01  9.71836530e-01 -4.30381266e-03 
 5.17391947e-11  5.17391947e-11  6.20870337e-01  9.70032208e-01 -4.30808972e-03 
 5.18056119e-11  5.18056119e-11  6.21667343e-01  9.68219153e-01 -4.31226917e-03 
 5.18721854e-11  5.18721854e-11  6.22466224e-01  9.66384869e-01 -4.31638111e-03 
 5.19385402e-11  5.19385402e-11  6.23262482e-01  9.64539697e-01 -4.32040348e-03 
 5.20050052e-11  5.20050052e-11  6.24060062e-01  9.62674528e-01 -4.32435740e-03 
 5.20713160e-11  5.20713160e-11  6.24855792e-01  9.60796794e-01 -4.32822821e-03 
 5.21377091e-11  5.21377091e-11  6.25652510e-01  9.58899827e-01 -4.33203088e-03 
 5.22039982e-11  5.22039982e-11  6.26447978e-01  9.56988972e-01 -4.33575577e-03 
 5.22703531e-11  5.22703531e-11  6.27244238e-01  9.55059359e-01 -4.33941353e-03 
 5.23366423e-11  5.23366423e-11  6.28039707e-01  9.53114839e-01 -4.34299792e-03 
 5.24029876e-11  5.24029876e-11  6.28835852e-01  9.51151857e-01 -4.34651661e-03 
 5.24692963e-11  5.24692963e-11  6.29631555e-01  9.49173189e-01 -4.34996564e-03 
 5.25356559e-11  5.25356559e-11  6.30427871e-01  9.47176245e-01 -4.35335060e-03 
 5.26020009e-11  5.26020009e-11  6.31224010e-01  9.45163029e-01 -4.35666907e-03 
 5.26683941e-11  5.26683941e-11  6.32020730e-01  9.43131659e-01 -4.35992518e-03 
 5.27347893e-11  5.27347893e-11  6.32817471e-01  9.41083584e-01 -4.36311757e-03 
 5.28012315e-11  5.28012315e-11  6.33614778e-01  9.39017444e-01 -4.36624932e-03 
 5.28060591e-11  5.28060591e-11  6.33672709e-01  9.38866674e-01 -4.36647335e-03 
 5.28107625e-11  5.28107625e-11  6.33729150e-01  9.38719699e-01 -4.36669226e-03 
 5.28122877e-11  5.28122877e-11  6.33747452e-01  9.38672022e-01 -4.36676319e-03 
 5.28137090e-11  5.28137090e-11  6.33764508e-01  9.38627582e-01 -4.36682927e-03 
 5.28155623e-11  5.28155623e-11  6.33786748e-01  9.38569626e-01 -4.36691539e-03 
 5.28171113e-11  5.28171113e-11  6.33805336e-01  9.38521175e-01 -4.36698733e-03 
 5.28191716e-11  5.28191716e-11  6.33830059e-01  9.38456720e-01 -4.36708296e-03 
 5.28214241e-11  5.28214241e-11  6.33857089e-01  9.38386232e-01 -4.36718745e-03 
 5.28243874e-11  5.28243874e-11  6.33892648e-01  9.38293471e-01 -4.36732481e-03 
 5.28281525e-11  5.28281525e-11  6.33937830e-01  9.38175563e-01 -4.36749916e-03 
 5.28338382e-11  5.28338382e-11  6.34006058e-01  9.37997412e-01 -4.36776207e-03 
 5.28427681e-11  5.28427681e-11  6.34113217e-01  9.37717364e-01 -4.36817410e-03 
 5.28586815e-11  5.28586815e-11  6.34304178e-01  9.37217568e-01 -4.36890565e-03 
 5.28780385e-11  5.28780385e-11  6.34536462e-01  9.36608340e-01 -4.36979081e-03 
 5.29011641e-11  5.29011641e-11  6.34813969e-01  9.35878669e-01 -4.37084154e-03 
 5.29251278e-11  5.29251278e-11  6.35101533e-01  9.35120449e-01 -4.37192263e-03 
 5.29508229e-11  5.29508229e-11  6.35409875e-01  9.34305068e-01 -4.37307314e-03 
 5.29779653e-11  5.29779653e-11  6.35735584e-01  9.33441093e-01 -4.37427876e-03 
 5.30079411e-11  5.30079411e-11  6.36095293e-01  9.32483751e-01 -4.37559872e-03 
 5.30410725e-11  5.30410725e-11  6.36492870e-01  9.31421749e-01 -4.37704369e-03 
 5.30789885e-11  5.30789885e-11  6.36947862e-01  9.30201399e-01 -4.37867950e-03 
 5.31225896e-11  5.31225896e-11  6.37471075e-01  9.28791517e-01 -4.38053726e-03 
 5.31743603e-11  5.31743603e-11  6.38092324e-01  9.27108378e-01 -4.38271108e-03 
 5.32367865e-11  5.32367865e-11  6.38841438e-01  9.25065752e-01 -4.38528661e-03 
 5.33012871e-11  5.33012871e-11  6.39615445e-01  9.22940312e-01 -4.38789561e-03 
 5.33672519e-11  5.33672519e-11  6.40407023e-01  9.20750989e-01 -4.39050987e-03 
 5.34330253e-11  5.34330253e-11  6.41196303e-01  9.18552358e-01 -4.39306300e-03 
 5.34991637e-11  5.34991637e-11  6.41989964e-01  9.16325834e-01 -4.39557721e-03 
 5.35652024e-11  5.35652024e-11  6.42782428e-01  9.14087051e-01 -4.39803524e-03 
 5.36316090e-11  5.36316090e-11  6.43579308e-01  9.11820145e-01 -4.40045494e-03 
 5.36980373e-11  5.36980373e-11  6.44376448e-01  9.09536889e-01 -4.40282390e-03 
 5.37647697e-11  5.37647697e-11  6.45177237e-01  9.07227546e-01 -4.40515252e-03 
 5.38315303e-11  5.38315303e-11  6.45978364e-01  9.04901642e-01 -4.40743142e-03 
 5.38985099e-11  5.38985099e-11  6.46782119e-01  9.02552532e-01 -4.40966748e-03 
 5.39655123e-11  5.39655123e-11  6.47586147e-01  9.00187116e-01 -4.41185449e-03 
 5.40326786e-11  5.40326786e-11  6.48392143e-01  8.97800434e-01 -4.41399744e-03 
 5.40994365e-11  5.40994365e-11  6.49193238e-01  8.95413006e-01 -4.41607889e-03 
 5.41658940e-11  5.41658940e-11  6.49990728e-01  8.93021309e-01 -4.41810350e-03 
 5.42319344e-11  5.42319344e-11  6.50783213e-01  8.90629881e-01 -4.42006899e-03 
 5.42976812e-11  5.42976812e-11  6.51572174e-01  8.88234579e-01 -4.42198025e-03 
 5.43630979e-11  5.43630979e-11  6.52357174e-01  8.85837028e-01 -4.42383731e-03 
 5.44282651e-11  5.44282651e-11  6.53139182e-01  8.83434556e-01 -4.42564345e-03 
 5.44931642e-11  5.44931642e-11  6.53917970e-01  8.81028112e-01 -4.42739907e-03 
 5.45578457e-11  5.45578457e-11  6.54694149e-01  8.78616060e-01 -4.42910638e-03 
 5.46223019e-11  5.46223019e-11  6.55467623e-01  8.76198921e-01 -4.43076593e-03 
 5.46865670e-11  5.46865670e-11  6.56238804e-01  8.73775631e-01 -4.43237934e-03 
 5.47506403e-11  5.47506403e-11  6.57007684e-01  8.71346419e-01 -4.43394724e-03 
 5.48145461e-11  5.48145461e-11  6.57774553e-01  8.68910562e-01 -4.43547085e-03 
 5.48782875e-11  5.48782875e-11  6.58539450e-01  8.66468123e-01 -4.43695080e-03 
 5.49418824e-11  5.49418824e-11  6.59302589e-01  8.64018595e-01 -4.43838804e-03 
 5.50053360e-11  5.50053360e-11  6.60064032e-01  8.61561952e-01 -4.43978317e-03 
 5.50686616e-11  5.50686616e-11  6.60823940e-01  8.59097831e-01 -4.44113694e-03 
 5.51318652e-11  5.51318652e-11  6.61582383e-01  8.56626161e-01 -4.44244988e-03 
 5.51949574e-11  5.51949574e-11  6.62339489e-01  8.54146671e-01 -4.44372260e-03 
 5.52579441e-11  5.52579441e-11  6.63095329e-01  8.51659269e-01 -4.44495558e-03 
 5.53208340e-11  5.53208340e-11  6.63850008e-01  8.49163748e-01 -4.44614930e-03 
 5.53836329e-11  5.53836329e-11  6.64603594e-01  8.46660009e-01 -4.44730418e-03 
 5.54463480e-11  5.54463480e-11  6.65356176e-01  8.44147884e-01 -4.44842062e-03 
 5.55089849e-11  5.55089849e-11  6.66107819e-01  8.41627274e-01 -4.44949897e-03 
 5.55715498e-11  5.55715498e-11  6.66858598e-01  8.39098039e-01 -4.45053958e-03 
 5.56340480e-11  5.56340480e-11  6.67608576e-01  8.36560081e-01 -4.45154272e-03 
 5.56964849e-11  5.56964849e-11  6.68357819e-01  8.34013280e-01 -4.45250870e-03 
 5.57588655e-11  5.57588655e-11  6.69106386e-01  8.31457536e-01 -4.45343774e-03 
 5.58211948e-11  5.58211948e-11  6.69854337e-01  8.28892740e-01 -4.45433008e-03 
 5.58834774e-11  5.58834774e-11  6.70601729e-01  8.26318796e-01 -4.45518593e-03 
 5.59457180e-11  5.59457180e-11  6.71348617e-01  8.23735597e-01 -4.45600546e-03 
 5.60079211e-11  5.60079211e-11  6.72095054e-01  8.21143046e-01 -4.45678886e-03 
 5.60700912e-11  5.60700912e-11  6.72841094e-01  8.18541039e-01 -4.45753626e-03 
 5.61322324e-11  5.61322324e-11  6.73586788e-01  8.15929472e-01 -4.45824779e-03 
 5.61943491e-11  5.61943491e-11  6.74332189e-01  8.13308240e-01 -4.45892359e-03 
 5.62564455e-11  5.62564455e-11  6.75077346e-01  8.10677235e-01 -4.45956376e-03 
 5.63185258e-11  5.63185258e-11  6.75822310e-01  8.08036344e-01 -4.46016838e-03 
 5.63805943e-11  5.63805943e-11  6.76567132e-01  8.05385451e-01 -4.46073753e-03 
 5.64433742e-11  5.64433742e-11  6.77320491e-01  8.02693545e-01 -4.46127732e-03 
 5.65073717e-11  5.65073717e-11  6.78088460e-01  7.99938484e-01 -4.46179045e-03 
 5.65723749e-11  5.65723749e-11  6.78868499e-01  7.97128869e-01 -4.46227322e-03 
 5.66385849e-11  5.66385849e-11  6.79663019e-01  7.94255487e-01 -4.46272516e-03 
 5.67058083e-11  5.67058083e-11  6.80469699e-01  7.91326207e-01 -4.46314294e-03 
 5.67741537e-11  5.67741537e-11  6.81289845e-01  7.88335775e-01 -4.46352527e-03 
 5.68435160e-11  5.68435160e-11  6.82122192e-01  7.85288276e-01 -4.46386957e-03 
 5.69139595e-11  5.69139595e-11  6.82967513e-01  7.82180371e-01 -4.46417419e-03 
 5.69854285e-11  5.69854285e-11  6.83825142e-01  7.79013984e-01 -4.46443686e-03 
 5.70579598e-11  5.70579598e-11  6.84695517e-01  7.75786972e-01 -4.46465572e-03 
 5.71315242e-11  5.71315242e-11  6.85578290e-01  7.72500088e-01 -4.46482862e-03 
 5.72061432e-11  5.72061432e-11  6.86473718e-01  7.69151837e-01 -4.46495359e-03 
 5.72818034e-11  5.72818034e-11  6.87381641e-01  7.65742269e-01 -4.46502851e-03 
 5.73585192e-11  5.73585192e-11  6.88302230e-01  7.62270176e-01 -4.46505133e-03 
 5.74359460e-11  5.74359460e-11  6.89231352e-01  7.58750676e-01 -4.46502016e-03 
 5.75132139e-11  5.75132139e-11  6.90158567e-01  7.55223200e-01 -4.46493480e-03 
 5.75907911e-11  5.75907911e-11  6.91089493e-01  7.51666365e-01 -4.46479485e-03 
 5.76682466e-11  5.76682466e-11  6.92018959e-01  7.48099904e-01 -4.46460099e-03 
 5.77459108e-11  5.77459108e-11  6.92950930e-01  7.44508603e-01 -4.46435254e-03 
 5.78235454e-11  5.78235454e-11  6.93882545e-01  7.40903457e-01 -4.46405026e-03 
 5.79013240e-11  5.79013240e-11  6.94815889e-01  7.37276384e-01 -4.46369359e-03 
 5.79791089e-11  5.79791089e-11  6.95749307e-01  7.33633769e-01 -4.46328324e-03 
 5.80569871e-11  5.80569871e-11  6.96683845e-01  7.29971513e-01 -4.46281895e-03 
 5.81351785e-11  5.81351785e-11  6.97622142e-01  7.26279152e-01 -4.46229930e-03 
 5.82154782e-11  5.82154782e-11  6.98585739e-01  7.22471186e-01 -4.46171041e-03 
 5.82967973e-11  5.82967973e-11  6.99561567e-01  7.18598295e-01 -4.46105714e-03 
 5.83800045e-11  5.83800045e-11  7.00560055e-01  7.14618176e-01 -4.46032997e-03 
 5.84643807e-11  5.84643807e-11  7.01572569e-01  7.10564241e-01 -4.45953232e-03 
 5.85484421e-11  5.85484421e-11  7.02581305e-01  7.06507462e-01 -4.45867770e-03 
 5.86303347e-11  5.86303347e-11  7.03564016e-01  7.02538052e-01 -4.45778804e-03 
 5.87110794e-11  5.87110794e-11  7.04532952e-01  6.98607520e-01 -4.45685656e-03 
 5.87903075e-11  5.87903075e-11  7.05483691e-01  6.94734577e-01 -4.45589071e-03 
 5.88683843e-11  5.88683843e-11  7.06420611e-01  6.90902137e-01 -4.45488923e-03 
 5.89452302e-11  5.89452302e-11  7.07342762e-01  6.87114755e-01 -4.45385593e-03 
 5.90210063e-11  5.90210063e-11  7.08252076e-01  6.83365121e-01 -4.45279135e-03 
 5.90957405e-11  5.90957405e-11  7.09148886e-01  6.79652416e-01 -4.45169756e-03 
 5.91695295e-11  5.91695295e-11  7.10034354e-01  6.75972357e-01 -4.45057543e-03 
 5.92424268e-11  5.92424268e-11  7.10909121e-01  6.72322743e-01 -4.44942627e-03 
 5.93145055e-11  5.93145055e-11  7.11774066e-01  6.68700347e-01 -4.44825090e-03 
